,k,silhouette
0,2.0,0.3368364107323189
1,4.0,0.31657353395752863
2,8.0,0.3527232363521343
3,15.0,0.3688943263623923
4,20.0,0.3720337820782017
5,50.0,0.4068233192409145
6,100.0,0.44801972637248944
7,150.0,0.4362564422792328
8,200.0,0.47564709910682224
